cidade,sigla_uf,segmento,nome_comercial,telefone,email,capital_social,endereco_completo
Presidente Kubitschek,MG,PET - Petshop,CASA DO FAZENDEIRO DE TIJUCAL,38 35451293,sol.oliveer@outlook.com,50000,"RUA OSVALDO SILVEIRA, 6 - CENTRO, Presidente Kubitschek - MG"
Rio do Prado,MG,FARMA - Farmácia,DROGARIA SANTA CLARA,33 91563122,zinelmacontabil@gmail.com,80000,"PRACA ISNALDO SANTOS, 08 - VILA FORMOSA, Rio do Prado - MG"
Rio do Prado,MG,MERCADO - Perecíveis,SUPERMERCADO PARAIBA,33 37441575,contabexata@ig.com.br,80000,"AVENIDA BELO HORIZONTE, 167 - CENTRO, Rio do Prado - MG"
Rio do Prado,MG,AGRO - Revenda,AGROPET SAUDE ANIMAL,33 97002826,araujo.contabilidade15@hotmail.com,80000,"RUA PACIFICO RODRIGUES, 167 - CENTRO, Rio do Prado - MG"
Rio do Prado,MG,FARMA - Farmácia,DROGARIA NOVA ERA,33 87288495,araujo.contabilidade15@hotmail.com,50000,"RUA MARIO PINOTE, 50 - CENTRO, Rio do Prado - MG"
Rio do Prado,MG,AGRO - Revenda,AGROVILA,33 87008085,edimariolacerda@bol.com.br,30000,"RUA SANTOS DUMONT, 19 - VILA FORMOSA DE MINAS, Rio do Prado - MG"
Rubim,MG,AGRO - Revenda,LOJA AGROPECUARIA RECANTO DO PRODUTOR,33 88641870,nelmarbo@bol.com.br,50000,"RUA CAETES, 201 - CENTRO, Rubim - MG"
Rubim,MG,AGRO - Revenda,AGRO RUBIM LTDA,33 87114978,viniciusalmeidaribeiro@hotmail.com,50000,"PRACA UBIRAJARA COELHO, 164 - CENTRO, Rubim - MG"
Salto da Divisa,MG,MERCADO - Perecíveis,COMERCIAL DO EUSTAQUIO,33 88444041,cadastro.adm02@gmail.com,98000,"RUA AUREO DE OLIVEIRA, 160 - BARRO PRETO, Salto da Divisa - MG"
Salto da Divisa,MG,MERCADO - Perecíveis,MERCADO DIVISA BAHIA,31 89766855,orlandog.felix@gmail.com,95000,"RUA C, 35 - NOSSA SENHORA DO CARMO, Salto da Divisa - MG"
Salto da Divisa,MG,FARMA - Farmácia,DROGA NEVES,33 87107067,contabilidade.lopes@yahoo.com.br,80000,"AVENIDA MINAS GERAIS, 248 - IPE, Salto da Divisa - MG"
Salto da Divisa,MG,MERCADO - Perecíveis,DIVAS SUPERMERCADO,33 87026220,divoneferraz59@gmail.com,50000,"RUA DA BAHIA, 541 - CENTRO, Salto da Divisa - MG"
Salto da Divisa,MG,FARMA - Farmácia,DROGARIA MINAS SAUDE,33 88860467,contabilidade.lopes@yahoo.com.br,50000,"RUA DA BAHIA, 571 - CENTRO, Salto da Divisa - MG"
Salto da Divisa,MG,AGRO - Revenda,AGROCENTER,33 99208802,wendell.pimenta2@gmail.com,50000,"RUA DA BAHIA, 568 - CENTRO, Salto da Divisa - MG"
Salto da Divisa,MG,AGRO - Revenda,IAGRO TEC,77 88560731,hyagozoo.hl@gmail.com,50000,"RUA MARIA CLARINDA, 219 - BARRO PRETO, Salto da Divisa - MG"
Salto da Divisa,MG,AGRO - Revenda,CONSTRUMIX,33 84472526,construmixsalto@gmail.com,50000,"RUA DA BAHIA, 568 - CENTRO, Salto da Divisa - MG"
Salto da Divisa,MG,MERCADO - Perecíveis,CRISTIANE OLIVEIRA SCHUBERT,31 88477896,,30000,"RUA BAHIA, 607 - CENTRO, Salto da Divisa - MG"
Santa Maria do Salto,MG,AGRO - Revenda,LOS HERMANOS AGRO-VETERINARIA,33 88218255,ortecl@yahoo.com.br,100000,"RUA AURELINA VIANA, 33 - CENTRO, Santa Maria do Salto - MG"
Santa Maria do Salto,MG,FARMA - Farmácia,DROGARIA SANTA RITA,33 37231155,carvalhomarcone@hotmail.com,50000,"RUA AURELINA VIANA, 69 - CENTRO, Santa Maria do Salto - MG"
Santa Maria do Salto,MG,AGRO - Revenda,AGRO-CAMPO,33 88025512,carvalhomarcone@hotmail.com,30000,"PRACA AURELINA MOTA SANTOS, 264C - CENTRO, Santa Maria do Salto - MG"
Santo Antônio do Jacinto,MG,MERCADO - Perecíveis,ATACALIDER ATACAREJO,33 37471110,xeretasupermercadossaja@hotmail.com,150000,"RUA TREZE DE JANEIRO, 12 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,FARMA - Farmácia,FARMABRASIL DROGARIA DROGSTORE,33 97036332,farmabrasilband@gmail.com,120000,"RUA SAO DOMINGOS, 18 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,FARMA - Farmácia,DROGARIA FARMA SAJA LTDA,33 88433812,lidioalves2011@hotmail.com,45000,"AREA TREZE DE JANEIRO, 82 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,AGRO - Revenda,LOJA AGROPECUARIA RECANTO DO PRODUTOR - SAJA,33 88511222,lojarecantodoprodutor@gmail.com,40000,"RUA MOISES AMANCIO, 60 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,FARMA - Farmácia,DROGARIA SENHOR DOS PASSOS ENZZO LTDA,33 37471012,fayol@byalnet.com.br,35000,"PRACA ROQUE FROES, 08 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,AGRO - Revenda,JR PRODUTOS AGROPECUARIO,33 37471861,,30000,"RUA TRAVESSA CATAJAS, 71 - CENTRO, Santo Antônio do Jacinto - MG"
Santo Antônio do Jacinto,MG,AGRO - Revenda,CONSTRULUZ MATERIAL,33 37471366,ortecviana@hotmail.com,30000,"RUA TREZE DE JANEIRO, 237 - CENTRO, Santo Antônio do Jacinto - MG"
Senador Modestino Gonçalves,MG,MERCADO - Perecíveis,COMERCIAL NEVES,38 35251388,comercialnevesme@hotmail.com,60000,"AVENIDA NOSSA SENHORA DAS MERCES, 298 - CENTRO, Senador Modestino Gonçalves - MG"
Senador Modestino Gonçalves,MG,FARMA - Farmácia,DROGARIA VIDA FARMA,38 99221597,ferreira.davidson@yahoo.com.br,50000,"RUA AVENIDA NOSSA SENHORA DAS MERCES, 166 - CENTRO, Senador Modestino Gonçalves - MG"
São Gonçalo do Rio Preto,MG,PET - Petshop,CASA DE RACAO BEM-TE-VI,38 99297108,acessorianeves82@gmail.com,50000,"RUA DIREITA, 143 - CENTRO, São Gonçalo do Rio Preto - MG"
Turmalina,MG,MERCADO - Perecíveis,SUPERMERCADO JOSE SILVA LTDA,38 35271442,josesilvasupermercado@yahoo.com.br,2200000,"RUA MARANHAO, 425 - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,GODINHO SUPERMERCADO,38 35271375,godinhosupermercadonfexml@gmail.com,1100000,"PRACA HORACIO VIANA, 222 - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,BARATEIRO,38 35211355,hiannebarroso@yahoo.com.br,942000,"RUA CANUTO QUADROS, 33 - CAMPO, Turmalina - MG"
Turmalina,MG,AGRO - Revenda,CASA DO FAZENDEIRO,38 35271846,toninho@acasadofazendeiro.com.br,420000,"RUA ITAUNA, 217 - CAMPO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,COMERCIAL LIMA & LOPES LTDA,38 97246728,cadastrofiscal@escritaonline.cnt.br,300000,"RUA RITA BARBOSA, 208 - CAXAMBU, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,CERRADAO SUPERMERCADO,38 35271047,contabilidadejarbas@gmail.com,200000,"AVENIDA AMAZONAS, 540 - SAO JOAO BATISTA, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,WEMERSON LORDEIRO DE SOUZA EIRELI,38 91176187,jarbas@jarbascontabilidade.com.br,200000,"RUA SEBASTIAO DE QUADROS, 1098 - MANGA DA RODA, Turmalina - MG"
Turmalina,MG,PET - Petshop,PETCLIN - CLINICA VETERINARIA E PETSHOP LTDA,38 32135959,sac@aggape.com.br,100000,"PRACA SEBASTIAO ALVES, 22 - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,COMERCIAL CORDEIRO E SILVA LTDA,38 91348776,comercialcordeirosilva@gmail.com,100000,"RUA BAHIA, 114 - SAO JOAO BATISTA, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,HELOFARMA,38 35271250,helofarma2020@gmail.com,100000,"AVENIDA LAURO MACHADO, 172 - CENTRO, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,DROGARIA FERNANDES,38 35271261,contabilidadejarbas@gmail.com,100000,"AVENIDA LAURO MACHADO, 407 - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,REFA SUPERMERCADOS,38 30825789,thiago@aguiaempresas.com.br,90000,"RUA ONZE, 54 - POVOADO POCO DANTAS, Turmalina - MG"
Turmalina,MG,PET - Petshop,ELIQUIS MOREIRA DE OLIVEIRA,38 35271261,jarbas@jarbascontabilidade.com.br,70000,"RUA PINTASSILGO, 128 - NOVA TURMALINA, Turmalina - MG"
Turmalina,MG,AGRO - Revenda,CASA DO FAZENDEIRO,38 91290044,casadofazendeirotur@gmail.com,70000,"RUA DIAMANTINA, 54 - CAMPO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,SUPERMERCADO DA VIUVA LTDA,38 35271154,diretoria@azteccontabil.com.br,60000,"RUA CACARATIBA, 121 - CENTRO, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,PHARMAVIDA,38 91044831,camargoserv@gmail.com,60000,"RUA SEBASTIAO DE QUADROS, 227 - CAXAMBU, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,COMERCIAL CORDEIRO E SILVA,38 92023962,comercialgomesesilva1@outlook.com,50000,"RUA ANDORINHAS, 189 - NOVA TURMALINA, Turmalina - MG"
Turmalina,MG,PET - Petshop,PET DO PINGO,38 92603757,pinheirodefreitasandreia@gmail.com,50000,"AVENIDA LAURO MACHADO, 497A - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,GDL SUPERMERCADO LTDA,38 35271886,,50000,"RUA CACARATIBA, 150 - CENTRO, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,LIDER FARMA MEDICAMENTOS E COSMETICOS,38 91087541,,50000,"RUA PINTASSILGOS, 375 - NOVA TURMALINA, Turmalina - MG"
Turmalina,MG,AGRO - Revenda,CASA DO PRODUTOR,38 35271163,casadoprodutortur@yahoo.com.br,40000,"RUA CACARATIBA, 102 - CENTRO, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,DROGARIA MAIS BRASIL,38 35271159,contabilturmalina@hotmail.com,30000,"RUA SEBASTIAO DE QUADROS, 564 - MANGA DA RODA, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,FARMACIA PRECO BAIXO,38 35271673,ftrabalhadorturmalinamg@gmail.com,30000,"AVENIDA LAURO MACHADO, 390 - CENTRO, Turmalina - MG"
Turmalina,MG,MERCADO - Perecíveis,SUPERMERCADO ESTRELA, ,,30000,"RUA ROSA VIRGILIO, 313 - SAO JOAO BATISTA, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,DROGARIA CASSIA,38 91262470,cesardecastroalves@hotmail.com,30000,"RUA BOA VISTA, 334 - CAMPO, Turmalina - MG"
Turmalina,MG,FARMA - Farmácia,DROGARIA CASTRO,38 91004315,drogariapoupejaturmalina@yahoo.com,30000,"AVENIDA LAURO MACHADO, 118 - CENTRO, Turmalina - MG"
Veredinha,MG,MERCADO - Perecíveis,CASA FERNANDES PEREIRA, ,jarbas@jarbascontabilidade.com.br,60000,"RUA PRINCIPAL, S/N - MENDONCA, Veredinha - MG"
Veredinha,MG,FARMA - Farmácia,DROGARIA PRECO JUSTO,38 35271261,jarbas@jarbascontabilidade.com.br,50000,"PRACA NOSSA SENHORA DO PATROCINIO, 3 - LIBERDADE, Veredinha - MG"
Veredinha,MG,FARMA - Farmácia,MARLYFARMA,38 99216623,marlyfarma06@hotmail.com,40000,"RUA BELO HORIZONTE, 5 - MENDONCA, Veredinha - MG"
Virgem da Lapa,MG,MERCADO - Perecíveis,SUPER SEVIA,38 30825789,thiago@aguiaempresas.com.br,500000,"RUA JEQUITINHONHA, 213 - BELA VISTA, Virgem da Lapa - MG"
Virgem da Lapa,MG,MERCADO - Perecíveis,SUPERMERCADO ARRASTAO,33 37361251,henflas@uol.com.br,300000,"RUA AFONSO CESARIO, 48 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,MERCADO - Perecíveis,JOELI RODRIGUES DA SILVA,33 88486708,cadastrofiscal@escritaonline.cnt.br,200000,"AVENIDA PRESIDENTE CASTELO BRANCO, 270 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,AGRO - Revenda,CASA DO FAZENDEIRO,31 86092024,agrovale.vdl@gmail.com,40000,"AVENIDA PRESIDENTE CASTELO BRANCO, 190 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,FARMA - Farmácia,DROGARIA SANTA CATARINA,33 37361816,jb.coimbra@yahoo.com.br,40000,"AVENIDA PRESIDENTE CASTELO BRANCO, 282 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,FARMA - Farmácia,DROGARIA VIDA E SAUDE,33 37361504,lumarcontabil@yahoo.com.br,40000,"AVENIDA PRESIDENTE CASTELO BRANCO, 279 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,MERCADO - Perecíveis,ARMAZEM DO GE,33 37361122,siare@escritaonline.cnt.br,30000,"AVENIDA PRESIDENTE CASTELO BRANCO, 14 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,MERCADO - Perecíveis,TEND TUDO,33 37361504,lumarcontabil@yahoo.com.br,30000,"AVENIDA BRASIL, 275 - CENTRO, Virgem da Lapa - MG"
Virgem da Lapa,MG,AGRO - Revenda,EMPORIO DA ROCA,33 98077285,hyagomannoell@gmail.com,30000,"RUA SERGIPE, 11 - CENTRO, Virgem da Lapa - MG"
